chromosome,start,end,population,avg_tmrca_myr,genes,genes_renamed,gene_biotypes,descriptions
chr5_hap1_hsa6,31490000,31491000,Central,7.897104695,CARMIL1,CARMIL1,protein_coding,capping protein regulator and myosin 1 linker 1
chr9_hap1_hsa11,30266000,30267000,Eastern,7.897013823,ANO3,ANO3,protein_coding,anoctamin 3
chr13_hap1_hsa2b,72702000,72703000,Eastern,7.896770924,MYO3B,MYO3B,protein_coding,myosin IIIB
chr23_hap1_hsa22,46131000,46132000,Central,7.896030694,PARVB,PARVB,protein_coding,parvin beta
chr3_hap1_hsa4,143970000,143971000,Central,7.895579428,INPP4B,INPP4B,protein_coding,inositol polyphosphate-4-phosphatase type II B
chr5_hap1_hsa6,8190000,8191000,Central,7.894743174,GMDS,GMDS,protein_coding,GDP-mannose 4%2C6-dehydratase
chr10_hap1_hsa12,10206000,10207000,Central,7.892967006,TEAD4,TEAD4,protein_coding,TEA domain transcription factor 4
chr14_hap1_hsa13,106881000,106882000,Eastern,7.891622186,NALCN,NALCN,protein_coding,sodium leak channel%2C non-selective
chr20_hap1_hsa19,33715000,33716000,Central,7.890991524,ZNF536,ZNF536,protein_coding,zinc finger protein 536
chr19_hap1_hsa17,90327000,90328000,Eastern,7.890388434,SEPTIN9,SEPTIN9,protein_coding,septin 9
chr7_hap1_hsa8,117562000,117563000,Central,7.889222731,ANGPT1,ANGPT1,protein_coding,angiopoietin 1
chr9_hap1_hsa11,9073000,9074000,Central,7.889117493,MMP26,MMP26,protein_coding,matrix metallopeptidase 26
chr9_hap1_hsa11,9073000,9074000,Central,7.889117493,OR51G1,OR51G1,protein_coding,olfactory receptor family 51 subfamily G member 1
chr8_hap1_hsa10,62803000,62804000,Central,7.888937407,SGMS1,SGMS1,protein_coding,sphingomyelin synthase 1
chr8_hap1_hsa10,62803000,62804000,Eastern,7.888937407,SGMS1,SGMS1,protein_coding,sphingomyelin synthase 1
chr9_hap1_hsa11,128923000,128924000,Central,7.888535279,KIRREL3,KIRREL3,protein_coding,kirre like nephrin family adhesion molecule 3
chr11_hap1_hsa9,2482000,2483000,Eastern,7.888511831,UBAC1,UBAC1,protein_coding,UBA domain containing 1
chr5_hap1_hsa6,174423000,174424000,Central,7.887616781,PRKN,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase
chr1_hap1_hsa1,32705000,32706000,Central,7.886991912,USH2A,USH2A,protein_coding,usherin
chr18_hap1_hsa16,2457000,2458000,Eastern,7.885405981,NPRL3,NPRL3,protein_coding,NPR3 like%2C GATOR1 complex subunit
chr6_hap1_hsa7,162107000,162108000,Central,7.885095247,CNTNAP2,CNTNAP2,protein_coding,contactin associated protein 2
chr19_hap1_hsa17,11129000,11130000,Eastern,7.884544189,VPS53,VPS53,protein_coding,VPS53 subunit of GARP complex
chr5_hap1_hsa6,30389000,30390000,Central,7.883312731,MRS2,MRS2,protein_coding,magnesium transporter MRS2
chr2_hap1_hsa3,5228000,5229000,Central,7.883064506,CNTN6,CNTN6,protein_coding,contactin 6
chr2_hap1_hsa3,5228000,5229000,Eastern,7.883064506,CNTN6,CNTN6,protein_coding,contactin 6
chr4_hap1_hsa5,80199000,80200000,Eastern,7.882864404,SUB1,SUB1,protein_coding,SUB1 regulator of transcription
chr9_hap1_hsa11,45366000,45367000,Eastern,7.882285142,LRRC4C,LRRC4C,protein_coding,leucine rich repeat containing 4C
chr3_hap1_hsa4,183698000,183699000,Central,7.879549753,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr18_hap1_hsa16,60048000,60049000,Central,7.878616251,CDH8,CDH8,protein_coding,cadherin 8
chr3_hap1_hsa4,21969000,21970000,Eastern,7.8781554,KCNIP4,KCNIP4,protein_coding,potassium voltage-gated channel interacting protein 4
chr4_hap1_hsa5,12322000,12323000,Central,7.877102489,CTNND2,CTNND2,protein_coding,catenin delta 2
chr13_hap1_hsa2b,35336000,35337000,Central,7.876668449,NCKAP5,NCKAP5,protein_coding,NCK associated protein 5
chr2_hap1_hsa3,6159000,6160000,Central,7.87648599,CNTN4,CNTN4,protein_coding,contactin 4
chr18_hap1_hsa16,59998000,59999000,Central,7.876237727,CDH8,CDH8,protein_coding,cadherin 8
chr14_hap1_hsa13,107801000,107802000,Central,7.875128432,FGF14,FGF14,protein_coding,fibroblast growth factor 14
chr6_hap1_hsa7,9887000,9888000,Central,7.874752431,SDK1,SDK1,protein_coding,sidekick cell adhesion molecule 1
chr1_hap1_hsa1,17313000,17314000,Central,7.873853181,DISC1,DISC1,protein_coding,DISC1 scaffold protein
chr10_hap1_hsa12,77470000,77471000,Central,7.873511805,PTPRR,PTPRR,protein_coding,protein tyrosine phosphatase receptor type R
chr10_hap1_hsa12,63278000,63279000,Central,7.870952211,BICD1,BICD1,protein_coding,BICD cargo adaptor 1
chr5_hap1_hsa6,17703000,17704000,Central,7.870930603,ADTRP,ADTRP,protein_coding,androgen dependent TFPI regulating protein
chr10_hap1_hsa12,18271000,18272000,Eastern,7.870813741,LOC100609864,TAS2R14,protein_coding,taste receptor type 2 member 30-like
chr7_hap1_hsa8,7664000,7665000,Central,7.870603002,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr1_hap1_hsa1,145193000,145194000,Eastern,7.87031551,COL24A1,COL24A1,protein_coding,collagen type XXIV alpha 1 chain
chr16_hap1_hsa15,8070000,8071000,Eastern,7.870048867,GABRG3,GABRG3,protein_coding,gamma-aminobutyric acid type A receptor subunit gamma3
chr5_hap1_hsa6,44586000,44587000,Central,7.86960677,GLO1,GLO1,protein_coding,glyoxalase I
chr5_hap1_hsa6,150121000,150122000,Central,7.869401391,ARFGEF3,ARFGEF3,protein_coding,ARFGEF family member 3
chr18_hap1_hsa16,72987000,72988000,Central,7.868631436,WDR59,WDR59,protein_coding,WD repeat domain 59
chr20_hap1_hsa19,55337000,55338000,Eastern,7.868554758,ZNF578,ZNF578,protein_coding,zinc finger protein 578
chr5_hap1_hsa6,174560000,174561000,Central,7.868463626,PRKN,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase
chr9_hap1_hsa11,134873000,134874000,Central,7.864997244,OPCML,OPCML,protein_coding,opioid binding protein/cell adhesion molecule like
chr10_hap1_hsa12,8601000,8602000,Central,7.864814502,ERC1,ERC1,protein_coding,ELKS/RAB6-interacting/CAST family member 1
chr9_hap1_hsa11,45050000,45051000,Central,7.863550586,LRRC4C,LRRC4C,protein_coding,leucine rich repeat containing 4C
chr19_hap1_hsa17,39796000,39797000,Central,7.862234217,NOS2,NOS2,protein_coding,nitric oxide synthase 2
chr6_hap1_hsa7,166737000,166738000,Central,7.862217447,PRKAG2,PRKAG2,protein_coding,protein kinase AMP-activated non-catalytic subunit gamma 2
chr7_hap1_hsa8,17279000,17280000,Central,7.861145421,MTMR9,MTMR9,protein_coding,myotubularin related protein 9
chr1_hap1_hsa1,137457000,137458000,Eastern,7.860904499,BCAR3,BCAR3,protein_coding,BCAR3 adaptor protein%2C NSP family member
chr11_hap1_hsa9,107190000,107191000,Eastern,7.860746136,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr3_hap1_hsa4,183696000,183697000,Central,7.858964075,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr2_hap1_hsa3,43343000,43344000,Eastern,7.858247454,CX3CR1,CX3CR1,protein_coding,C-X3-C motif chemokine receptor 1
chr3_hap1_hsa4,184354000,184355000,Central,7.857785223,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr5_hap1_hsa6,70052000,70053000,Eastern,7.857762904,LOC100609532,EYS,protein_coding,protein eyes shut homolog
chr18_hap1_hsa16,3245000,3246000,Central,7.856482067,LMF1,LMF1,protein_coding,lipase maturation factor 1
chr4_hap1_hsa5,176717000,176718000,Central,7.856399398,ADAMTS2,ADAMTS2,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 2
chr10_hap1_hsa12,25424000,25425000,Central,7.856342886,PIK3C2G,PIK3C2G,protein_coding,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
chr10_hap1_hsa12,83359000,83360000,Central,7.856225463,ZDHHC17,ZDHHC17,protein_coding,zinc finger DHHC-type palmitoyltransferase 17
chr4_hap1_hsa5,175531000,175532000,Eastern,7.85575524,LOC104006655,LOC104006655,protein_coding,protein FAM153B
chr22_hap1_hsa21,19078000,19079000,Eastern,7.85304437,LOC134809227,LOC134809227,protein_coding,collagen%2C type I%2C alpha 1a-like
chr16_hap1_hsa15,92747000,92748000,Central,7.851685412,ALDH1A3,ALDH1A3,protein_coding,aldehyde dehydrogenase 1 family member A3
chr5_hap1_hsa6,174483000,174484000,Eastern,7.851652946,PRKN,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase
chr3_hap1_hsa4,184230000,184231000,Central,7.851588384,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr2_hap1_hsa3,81772000,81773000,Central,7.851097469,ROBO2,ROBO2,protein_coding,roundabout guidance receptor 2
chr1_hap1_hsa1,109152000,109153000,Central,7.850732832,LOC107971330,LOC107971330,protein_coding,notch homolog 2 N-terminal-like protein A
chr8_hap1_hsa10,13299000,13300000,Central,7.850453507,DIP2C,DIP2C,protein_coding,disco interacting protein 2 homolog C
chr16_hap1_hsa15,8242000,8243000,Eastern,7.850438794,GABRG3,GABRG3,protein_coding,gamma-aminobutyric acid type A receptor subunit gamma3
chr7_hap1_hsa8,8238000,8239000,Central,7.849176749,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr14_hap1_hsa13,32672000,32673000,Central,7.849111895,STARD13,STARD13,protein_coding,StAR related lipid transfer domain containing 13
chr8_hap1_hsa10,14315000,14316000,Central,7.84885126,ADARB2,ADARB2,protein_coding,adenosine deaminase RNA specific B2 (inactive)
chr20_hap1_hsa19,45963000,45964000,Eastern,7.848715815,LOC107969555,PSG11,protein_coding,pregnancy-specific beta-1-glycoprotein 11
chr7_hap1_hsa8,23412000,23413000,Central,7.848237096,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr4_hap1_hsa5,55986000,55987000,Central,7.847199219,RAB3C,RAB3C,protein_coding,RAB3C%2C member RAS oncogene family
chr5_hap1_hsa6,150122000,150123000,Central,7.846646586,ARFGEF3,ARFGEF3,protein_coding,ARFGEF family member 3
chr21_hap1_hsa20,67949000,67950000,Eastern,7.846281659,CDH4,CDH4,protein_coding,cadherin 4
chr10_hap1_hsa12,51907000,51908000,Eastern,7.845604649,TMEM117,TMEM117,protein_coding,transmembrane protein 117
chr9_hap1_hsa11,62825000,62826000,Central,7.845436173,LOC134807349,LOC134807349,protein_coding,membrane-spanning 4-domains subfamily A member 12-like
chr5_hap1_hsa6,112875000,112876000,Central,7.845176275,GRIK2,GRIK2,protein_coding,glutamate ionotropic receptor kainate type subunit 2
chr7_hap1_hsa8,9002000,9003000,Central,7.844782323,MYOM2,MYOM2,protein_coding,myomesin 2
chr12_hap1_hsa2a,22912000,22913000,Eastern,7.844758137,AFF3,AFF3,protein_coding,ALF transcription elongation factor 3
chr10_hap1_hsa12,135690000,135691000,Central,7.844166888,GLT1D1,GLT1D1,protein_coding,glycosyltransferase 1 domain containing 1
chr4_hap1_hsa5,12174000,12175000,Eastern,7.8440798,CTNND2,CTNND2,protein_coding,catenin delta 2
chr1_hap1_hsa1,216619000,216620000,Central,7.843670596,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr6_hap1_hsa7,35226000,35227000,Central,7.842511888,CHN2,CHN2,protein_coding,chimerin 2
chr10_hap1_hsa12,106500000,106501000,Central,7.838829086,ANKS1B,ANKS1B,protein_coding,ankyrin repeat and sterile alpha motif domain containing 1B
chr4_hap1_hsa5,36629000,36630000,Eastern,7.83794505,HOMER1,HOMER1,protein_coding,homer scaffold protein 1
chr16_hap1_hsa15,75010000,75011000,Central,7.836103,SH3GL3,SH3GL3,protein_coding,SH3 domain containing GRB2 like 3%2C endophilin A3
chr22_hap1_hsa21,30311000,30312000,Central,7.835611705,BACH1,BACH1,protein_coding,BTB domain and CNC homolog 1
chr18_hap1_hsa16,81229000,81230000,Eastern,7.835581044,CDH13,CDH13,protein_coding,cadherin 13
chr9_hap1_hsa11,84905000,84906000,Central,7.834385145,PRCP,PRCP,protein_coding,prolylcarboxypeptidase
chr13_hap1_hsa2b,91247000,91248000,Central,7.833594069,COL5A2,COL5A2,protein_coding,collagen type V alpha 2 chain
chr8_hap1_hsa10,26477000,26478000,Central,7.833433043,PRPF18,PRPF18,protein_coding,pre-mRNA processing factor 18
chr8_hap1_hsa10,26477000,26478000,Eastern,7.833433043,PRPF18,PRPF18,protein_coding,pre-mRNA processing factor 18
chr14_hap1_hsa13,116943000,116944000,Eastern,7.833329979,TEX29,TEX29,protein_coding,testis expressed 29
chr1_hap1_hsa1,41537000,41538000,Eastern,7.833252754,CR1,CR1,protein_coding,complement component 3b/4b receptor 1
chr1_hap1_hsa1,89908000,89909000,Eastern,7.83276528,FCER1A,FCER1A,protein_coding,Fc epsilon receptor Ia
chr1_hap1_hsa1,19745000,19746000,Central,7.830051473,NUP133,NUP133,protein_coding,nucleoporin 133
chr14_hap1_hsa13,36827000,36828000,Central,7.829982691,TRPC4,TRPC4,protein_coding,transient receptor potential cation channel subfamily C member 4
chr2_hap1_hsa3,178540000,178541000,Central,7.829186071,NAALADL2,NAALADL2,protein_coding,N-acetylated alpha-linked acidic dipeptidase like 2
chr13_hap1_hsa2b,25369000,25370000,Eastern,7.829089109,CNTNAP5,CNTNAP5,protein_coding,contactin associated protein family member 5
chr7_hap1_hsa8,22570000,22571000,Eastern,7.829027145,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr5_hap1_hsa6,44304000,44305000,Central,7.828374529,BTBD9,BTBD9,protein_coding,BTB domain containing 9
chr8_hap1_hsa10,139078000,139079000,Central,7.827496797,DOCK1,DOCK1,protein_coding,dedicator of cytokinesis 1
chr6_hap1_hsa7,166733000,166734000,Central,7.825790187,PRKAG2,PRKAG2,protein_coding,protein kinase AMP-activated non-catalytic subunit gamma 2
chr6_hap1_hsa7,166369000,166370000,Eastern,7.825044835,NUB1,NUB1,protein_coding,negative regulator of ubiquitin like proteins 1
chr9_hap1_hsa11,94405000,94406000,Central,7.824107045,FAT3,FAT3,protein_coding,FAT atypical cadherin 3
chr7_hap1_hsa8,154596000,154597000,Central,7.820540861,MROH1,MROH1,protein_coding,maestro heat like repeat family member 1
chr10_hap1_hsa12,111367000,111368000,Central,7.820363933,CHST11,CHST11,protein_coding,carbohydrate sulfotransferase 11
chr10_hap1_hsa12,111367000,111368000,Eastern,7.820363933,CHST11,CHST11,protein_coding,carbohydrate sulfotransferase 11
chr16_hap1_hsa15,6349000,6350000,Central,7.82032546,ENTREP2,ENTREP2,protein_coding,endosomal transmembrane epsin interactor 2
chr13_hap1_hsa2b,142899000,142900000,Central,7.820316351,GPR35,GPR35,protein_coding,G protein-coupled receptor 35
chr4_hap1_hsa5,12178000,12179000,Eastern,7.820072519,CTNND2,CTNND2,protein_coding,catenin delta 2
chr20_hap1_hsa19,11740000,11741000,Central,7.81945193,MUC16,MUC16,protein_coding,mucin 16%2C cell surface associated
chr6_hap1_hsa7,87523000,87524000,Eastern,7.818828832,MAGI2,MAGI2,protein_coding,membrane associated guanylate kinase%2C WW and PDZ domain containing 2
chr17_hap1_hsa18,79009000,79010000,Central,7.8171075,CCDC102B,CCDC102B,protein_coding,coiled-coil domain containing 102B
chr5_hap1_hsa6,177637000,177638000,Central,7.816897534,PDE10A,PDE10A,protein_coding,phosphodiesterase 10A
chr23_hap1_hsa22,48987000,48988000,Central,7.816805426,TBC1D22A,TBC1D22A,protein_coding,TBC1 domain family member 22A
chr14_hap1_hsa13,32673000,32674000,Central,7.813783013,STARD13,STARD13,protein_coding,StAR related lipid transfer domain containing 13
chr6_hap1_hsa7,41960000,41961000,Central,7.811645272,EEPD1,EEPD1,protein_coding,endonuclease/exonuclease/phosphatase family domain containing 1
chr6_hap1_hsa7,41960000,41961000,Eastern,7.811645272,EEPD1,EEPD1,protein_coding,endonuclease/exonuclease/phosphatase family domain containing 1
chr7_hap1_hsa8,17298000,17299000,Central,7.811259516,MTMR9,MTMR9,protein_coding,myotubularin related protein 9
chr14_hap1_hsa13,114573000,114574000,Eastern,7.809898364,MYO16,MYO16,protein_coding,myosin XVI
chr13_hap1_hsa2b,139711000,139712000,Eastern,7.809405536,MLPH,MLPH,protein_coding,melanophilin
chr10_hap1_hsa12,106501000,106502000,Central,7.80852681,ANKS1B,ANKS1B,protein_coding,ankyrin repeat and sterile alpha motif domain containing 1B
chr4_hap1_hsa5,110098000,110099000,Eastern,7.805561193,EPB41L4A,EPB41L4A,protein_coding,erythrocyte membrane protein band 4.1 like 4A
chr7_hap1_hsa8,154515000,154516000,Central,7.805399225,MROH1,MROH1,protein_coding,maestro heat like repeat family member 1
chr8_hap1_hsa10,122790000,122791000,Eastern,7.805199984,RBM20,RBM20,protein_coding,RNA binding motif protein 20
chr13_hap1_hsa2b,143792000,143793000,Central,7.804794833,FARP2,FARP2,protein_coding,FERM%2C ARH/RhoGEF and pleckstrin domain protein 2
chr20_hap1_hsa19,11725000,11726000,Central,7.804605954,MUC16,MUC16,protein_coding,mucin 16%2C cell surface associated
chr20_hap1_hsa19,11725000,11726000,Eastern,7.804605954,MUC16,MUC16,protein_coding,mucin 16%2C cell surface associated
chr2_hap1_hsa3,127583000,127584000,Eastern,7.803803756,KALRN,KALRN,protein_coding,kalirin RhoGEF kinase
chr8_hap1_hsa10,67380000,67381000,Central,7.80347615,PCDH15,PCDH15,protein_coding,protocadherin related 15
chr1_hap1_hsa1,3865000,3866000,Central,7.802461735,KIF26B,KIF26B,protein_coding,kinesin family member 26B
chr1_hap1_hsa1,132498000,132499000,Central,7.801298957,SNX7,SNX7,protein_coding,sorting nexin 7
chr23_hap1_hsa22,52272000,52273000,Central,7.794909434,MOV10L1,MOV10L1,protein_coding,Mov10 like RNA helicase 1
chr1_hap1_hsa1,220309000,220310000,Central,7.794128469,MAD2L2,MAD2L2,protein_coding,mitotic arrest deficient 2 like 2
chr20_hap1_hsa19,43461000,43462000,Central,7.793773316,PLD3,PLD3,protein_coding,phospholipase D family member 3
chr3_hap1_hsa4,22301000,22302000,Central,7.792879501,KCNIP4,KCNIP4,protein_coding,potassium voltage-gated channel interacting protein 4
chr4_hap1_hsa5,55988000,55989000,Central,7.791483477,RAB3C,RAB3C,protein_coding,RAB3C%2C member RAS oncogene family
chr2_hap1_hsa3,177927000,177928000,Central,7.789382386,NAALADL2,NAALADL2,protein_coding,N-acetylated alpha-linked acidic dipeptidase like 2
chr11_hap1_hsa9,104340000,104341000,Eastern,7.789369334,TYRP1,TYRP1,protein_coding,tyrosinase related protein 1
chr3_hap1_hsa4,187506000,187507000,Central,7.788589308,SORBS2,SORBS2,protein_coding,sorbin and SH3 domain containing 2
chr7_hap1_hsa8,150243000,150244000,Central,7.788441231,TRAPPC9,TRAPPC9,protein_coding,trafficking protein particle complex subunit 9
chr7_hap1_hsa8,150243000,150244000,Eastern,7.788441231,TRAPPC9,TRAPPC9,protein_coding,trafficking protein particle complex subunit 9
chr18_hap1_hsa16,60044000,60045000,Central,7.787696699,CDH8,CDH8,protein_coding,cadherin 8
chr7_hap1_hsa8,17818000,17819000,Central,7.787475851,FDFT1,FDFT1,protein_coding,farnesyl-diphosphate farnesyltransferase 1
chr18_hap1_hsa16,23017000,23018000,Central,7.786793574,PDILT,PDILT,protein_coding,protein disulfide isomerase like%2C testis expressed
chr18_hap1_hsa16,23017000,23018000,Eastern,7.786793574,PDILT,PDILT,protein_coding,protein disulfide isomerase like%2C testis expressed
chr18_hap1_hsa16,81801000,81802000,Central,7.786118369,CDH13,CDH13,protein_coding,cadherin 13
chr18_hap1_hsa16,81801000,81802000,Eastern,7.786118369,CDH13,CDH13,protein_coding,cadherin 13
chr11_hap1_hsa9,106789000,106790000,Central,7.785727287,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr8_hap1_hsa10,30787000,30788000,Central,7.784871719,STAM,STAM,protein_coding,signal transducing adaptor molecule
chr5_hap1_hsa6,136472000,136473000,Central,7.783644968,NKAIN2,NKAIN2,protein_coding,sodium/potassium transporting ATPase interacting 2
chr19_hap1_hsa17,92308000,92309000,Central,7.78234834,RBFOX3,RBFOX3,protein_coding,RNA binding fox-1 homolog 3
chr2_hap1_hsa3,199860000,199861000,Central,7.781755416,CEP19,CEP19,protein_coding,centrosomal protein 19
chr4_hap1_hsa5,153959000,153960000,Eastern,7.781266669,SGCD,SGCD,protein_coding,sarcoglycan delta
chr21_hap1_hsa20,26096000,26097000,Central,7.780984688,SLC24A3,SLC24A3,protein_coding,solute carrier family 24 member 3
chr17_hap1_hsa18,64889000,64890000,Central,7.779695066,RAB27B,RAB27B,protein_coding,RAB27B%2C member RAS oncogene family
chr13_hap1_hsa2b,86895000,86896000,Central,7.77967335,ZNF804A,ZNF804A,protein_coding,zinc finger protein 804A
chr13_hap1_hsa2b,86895000,86896000,Eastern,7.77967335,ZNF804A,ZNF804A,protein_coding,zinc finger protein 804A
chr9_hap1_hsa11,135667000,135668000,Eastern,7.778920611,SPATA19,SPATA19,protein_coding,spermatogenesis associated 19
chr1_hap1_hsa1,12731000,12732000,Central,7.778237708,EDARADD,EDARADD,protein_coding,EDAR associated death domain
chr16_hap1_hsa15,53056000,53057000,Central,7.77747945,RORA,RORA,protein_coding,RAR related orphan receptor A
chr16_hap1_hsa15,80641000,80642000,Central,7.775536655,ACAN,ACAN,protein_coding,aggrecan
chr2_hap1_hsa3,196555000,196556000,Eastern,7.77466959,ATP13A5,ATP13A5,protein_coding,ATPase 13A5
